id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
282,17568.wav,"Shaxarda eng zo'r bitta avtomexanik bor. Qolgan avtomexanikga klient bormaydimi? Yoki shaxarda eng zo'r dasturchi bor. Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor. Xuddi shunaqa. Aktyorlarda ham shunaqa. Eng zo'r aktyor","shaharning eng zo'r bitta avtomexanik bor.
Qolgan avtomexanikka klient bormaydimi?
Yoki shaharning eng zo'r dasturchi bor.
Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor.
Xuddi shunaqa.
Ya aktyorlarda ham shunaqa, eng zo'r aktyor",shaxarda eng zo'r bitta avtomexanik bor qolgan avtomexanikga klient bormaydimi yoki shaxarda eng zo'r dasturchi bor uni oyligi baland bo'ladi lekin qolgan dasturchilarga ham doim zakaz bor xuddi shunaqa aktyorlarda ham shunaqa eng zo'r aktyor,shaharning eng zo'r bitta avtomexanik bor qolgan avtomexanikka klient bormaydimi yoki shaharning eng zo'r dasturchi bor uni oyligi baland bo'ladi lekin qolgan dasturchilarga ham doim zakaz bor xuddi shunaqa ya aktyorlarda ham shunaqa eng zo'r aktyor,0.1143,0.0733,14.8320625,"Shaxarda eng zo'r bitta avtomexanik bor. Qolgan avtomexanikga klient bormaydimi? Yoki shaxarda eng zo'r dasturchi bor. Uni oyligi baland bo'ladi, lekin qolgan dasturchilarga ham doim zakaz bor. Xuddi shunaqa. Aktyorlarda ham shunaqa. Eng zo'r aktyor"
283,16065.wav,"yoki bo'lmasam, Mohir jamoasiga qo'shilib, dars berib","Yoki bo'lmasam Mohirdev jamoasiga qo'shilib, dars berib.",yoki bo'lmasam mohir jamoasiga qo'shilib dars berib,yoki bo'lmasam mohirdev jamoasiga qo'shilib dars berib,0.1429,0.9714,10.309375,"yoki bo'lmasam, Mohirdev jamoasiga qo'shilib, dars berib"
284,16908.wav,"Googlega ishga, ishga emas, amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezume template bor edi, o'sha ishlatgan templatdan men ham foydalandim. Hozir shu joyda to'xtaymiz.","Googlega ishi, ishga emas, amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezyumeni templati bor edi. O'sha ishlatgan templatedan men ham foydalandim. Hozir shu joyda to'xtaymiz.",googlega ishga ishga emas amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan katta ishonch bergan ya'ni demak eplasa bo'ladi degan va uni rezume template bor edi o'sha ishlatgan templatdan men ham foydalandim hozir shu joyda to'xtaymiz,googlega ishi ishga emas amaliyotga qabul qilingan edi va bu katta motivatsiya bo'lgan katta ishonch bergan ya'ni demak eplasa bo'ladi degan va uni rezyumeni templati bor edi o'sha ishlatgan templatedan men ham foydalandim hozir shu joyda to'xtaymiz,0.1081,0.9697,17.2426875,"Googlega ishga, ishga emas, amaliyotga qabul qilingan edim va bu katta motivatsiya bo'lgan, katta ishonch bergan, ya'ni demak eplasa bo'ladi degan va uni rezumeyim template bor edi, o'sha ishlatgan templatdan men ham foydalandim. Hozir shu joyda to'xtaymiz."
285,00358.wav,sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida speaker bo'lsamda baribir,data AI sohasida oʻqiyotganim va koreys tilida oʻqiyotganim juda ham sabab boʻldi. Koreys tilida native speaker boʻlsamda baribir,sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida speaker bo'lsamda baribir,data ai sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida native speaker bo'lsamda baribir,0.2,0.9378,13.968,AI sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida native speaker bo'lsamda baribir
286,16303.wav,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan 34% yoshni isbotlashgan. Yoki yana bir misol. Bu juda zo'r tadqiqot.,"darajasi yigitlar koʻproq ishlaydigan kompaniyaga nisbatan oʻttiz toʻrt foizga oshishini isbotlashgan. Yoki yana bir misol, a-a, bu juda zoʻr tadqiqot.",darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan o'ttiz to'rt foiz yoshni isbotlashgan yoki yana bir misol bu juda zo'r tadqiqot,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan o'ttiz to'rt foizga oshishini isbotlashgan yoki yana bir misol a-a bu juda zo'r tadqiqot,0.1579,0.9614,13.3600625,darajasi yigitlar ko'proq ishlaydigan kompaniyaga nisbatan 34% ga oshishini isbotlashgan. Yoki yana bir misol. Bu juda zo'r tadqiqot.
287,06431.wav,"Hozirgi CEO kim deb savol bergan ekan, Elon Musk chiqargan. Lekin 2021 dan oldin Elon Musk emas edi.",hozirgi CEOsi kim deb savol bergan ekan. Elon Musk chiqqan. Lekin 2021 dan oldin Elon Musk emasdi.,hozirgi ceo kim deb savol bergan ekan elon musk chiqargan lekin ikki ming yigirma birdan oldin elon musk emas edi,hozirgi ceosi kim deb savol bergan ekan elon musk chiqqan lekin ikki ming yigirma birdan oldin elon musk emasdi,0.2,0.9643,8.304,"Hozirgi CEOsi kim deb savol bergan ekan, Elon Musk chiqargan. Lekin 2021 dan oldin Elon Musk emas edi."
288,05895.wav,"Albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha, endi keling iPhone X yordamida albom ko'rinishda ochadigan bo'lsak, bu sal kichaytiradigan bo'lsak, masshtabni yana ham","albom koʻrinishda ochadigan boʻlsak planshetda quyidagicha, endi keling iPhone X yordamida albom koʻrinishda ochadigan boʻlsak, bu sal kichraytiradigan boʻlsak masshtabni, yanayam",albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha endi keling iphone x yordamida albom ko'rinishda ochadigan bo'lsak bu sal kichaytiradigan bo'lsak masshtabni yana ham,albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha endi keling iphone x yordamida albom ko'rinishda ochadigan bo'lsak bu sal kichraytiradigan bo'lsak masshtabni yanayam,0.1364,0.9886,14.544,"Albom ko'rinishda ochadigan bo'lsak planshetda quyidagicha, endi keling iPhone X yordamida albom ko'rinishda ochadigan bo'lsak, bu sal kichraytiradigan bo'lsak, masshtabni yana ham"
289,13369.wav,"Qayta-qayta so'raladigan savol, matematikani qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli bo'ladi. Shunaqalardan","Qayta-qayta soʻraladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli boʻladi. Shu narsalardan...",qayta-qayta so'raladigan savol matematikani qanchalik kerak matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shunaqalardan,qayta-qayta so'raladigan savol matematika qanchalik kerak matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi lekin matematika yaxshi bilgan odam mantiqiy fikrlashda logikasi kuchli bo'ladi shu narsalardan,0.1071,0.9522,16.933375,"Qayta-qayta so'raladigan savol, matematika qanchalik kerak? Matematika dasturlashda bevosita siz hech kim matematika anaqalardan foydalanish talab qilinmaydi, lekin matematika yaxshi bilgan odam mantiqiy fikrlashda, logikasi kuchli bo'ladi. Shu narsalardan"
290,11345.wav,biz bu dunyo nuqtasida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham yomon narsa ham ba'zida ozgina orqada yuramizda. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa,"biz dunyo miqyosida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham, yomon narsada ham ba'zida ozgina orqada yuramiz-da. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa",biz bu dunyo nuqtasida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham yomon narsa ham ba'zida ozgina orqada yuramizda misol uchun hozirgi kunda malayziyada juda ommaviylashib ketgan narsa,biz dunyo miqyosida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da misol uchun hozirgi kunda malayziyada juda ommaviylashib ketgan narsa,0.1429,0.8854,19.653375,biz buni dunyo nuqtasida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa
291,05388.wav,"Darsimizga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib toast nima ekanligini bilib olamiz.","Dars rejasiga keladigan boʻlsak, u ikki qismdan tashkil topgan boʻladi. Darsimizni birinchi qismini toastsni oʻrganish bilan oʻtkazadigan boʻlsak, darsimizning ikkinchi qismi tooltips komponentiga bagʻishlangan boʻladi. Unda kelinglar birinchi boʻlib toasts nima ekanligini bilib olamiz.",darsimizga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib toast nima ekanligini bilib olamiz,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini toastsni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz,0.1212,0.873,18.896,"Dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz."
292,20906.wav,"Texnik avtomat qilish har doim bor edi, lekin aynan o'yinlarni avtomat qilish qiyin, chunki masalan, siz Google spresheetda avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz, mana bunaqa bo'lishi kerak-a? Lekin o'yinlarda","testni avtomat qilish har doim bor edi. lekin, aynan oʻyinlarni avtomat qilish qiyin. chunki, masalan, siz, eeee, Google Spreadsheetni avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz mana bunaqa boʻlishi kerak-da. Aaa, lekin oʻyinlarda",texnik avtomat qilish har doim bor edi lekin aynan o'yinlarni avtomat qilish qiyin chunki masalan siz google spresheetda avtomat qilishingiz mumkin chunki u statikroq mana buni bossangiz mana bunaqa bo'lishi kerak-a lekin o'yinlarda,testni avtomat qilish har doim bor edi lekin aynan o'yinlarni avtomat qilish qiyin chunki masalan siz eeee google spreadsheetni avtomat qilishingiz mumkin chunki u statikroq mana buni bossangiz mana bunaqa bo'lishi kerak-da aaa lekin o'yinlarda,0.1515,0.9286,17.68,"Testni avtomat qilish har doim bor edi, lekin aynan o'yinlarni avtomat qilish qiyin, chunki masalan, siz Google spresheetda avtomat qilishingiz mumkin, chunki u statikroq. Mana buni bossangiz, mana bunaqa bo'lishi kerak-a? Lekin o'yinlarda"
293,16995.wav,"Bugun bizni sizlar bilan 8-darsimiz va bugungi darsda SASSda ro'yxatlar, ya'ni listsni ko'rib o'tamiz.","Bugun bizani sizlar bilan sakkizinchi darsimiz-e va bugungi darsda Sasda roʻyxatlar, yaʼni listsni koʻrib oʻtamiz.",bugun bizni sizlar bilan sakkizinchi darsimiz va bugungi darsda sassda ro'yxatlar ya'ni listsni ko'rib o'tamiz,bugun bizani sizlar bilan sakkizinchi darsimiz-e va bugungi darsda sasda ro'yxatlar ya'ni listsni ko'rib o'tamiz,0.2,0.982,14.4586875,"Bugun bizni sizlar bilan 8-darsimiz va bugungi darsda SASSda ro'yxatlar, ya'ni listsni ko'rib o'tamiz."
294,09714.wav,"bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud. Ushbu neyronlarda bir qancha o'zgaruvchilar mavjud. O'sha kirish qatlami, yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu","bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud, ushbu neyronlarda, a-a, bir qancha o'zgaruvchilar mavjud, a-a, o'sha kiruv va kirish qatlami, yashirin qatlam hamda chiqish qatlamiga, a-a, o'sha mantiqan bo'lib olinadi va shu shu",bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda bir qancha o'zgaruvchilar mavjud o'sha kirish qatlami yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu,bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda a-a bir qancha o'zgaruvchilar mavjud a-a o'sha kiruv va kirish qatlami yashirin qatlam hamda chiqish qatlamiga a-a o'sha mantiqan bo'lib olinadi va shu shu,0.2,0.7877,19.3866875,"bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud. Ushbu neyronlarda bir qancha o'zgaruvchilar mavjud. O'sha kirish qatlami, yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu"
295,20553.wav,"ideologiyani tushuntirishga harakat qilyapman. Playwright Playwrightni biladiganlar borm? Bu ham testing, faqat endi end-to-end testing.","ideologiyani tushuntirishga harakat qilyapman.
Playwright.
Playwrightni biladiganlar bormi?
Bu ham testing, faqat endi bu end-to-end testing.",ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar borm bu ham testing faqat endi end-to-end testing,ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar bormi bu ham testing faqat endi bu end-to-end testing,0.1333,0.9851,11.152,"ideologiyani tushuntirishga harakat qilyapman. Playwright Playwrightni biladiganlar bormi? Bu ham testing, faqat bu endi end-to-end testing."
296,00828.wav,"Shu menda ikkita bo'lgan, endi birinchisi oddiy haligi, ikkinchisi shu bo'lgan, endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar, endi yo'g'ini shu.","shu menda ikkita bo'lgan, birinchisi oddiy haligi, ikkinchisi shu bo'lgan. Endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar buyog'ini shu.",shu menda ikkita bo'lgan endi birinchisi oddiy haligi ikkinchisi shu bo'lgan endi podrobnostlarni aniq qila olmayman chunki endi o'zinglar tushunasizlar endi yo'g'ini shu,shu menda ikkita bo'lgan birinchisi oddiy haligi ikkinchisi shu bo'lgan endi podrobnostlarni aniq qila olmayman chunki endi o'zinglar tushunasizlar buyog'ini shu,0.1304,0.9607,14.5653125,"Shu menda ikkita bo'lgan, endi birinchisi oddiy haligi, ikkinchisi shu bo'lgan, endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar, endi buyo'g'ini shu."
297,16201.wav,"Endi LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib LinkedIn'dan ro'yxatdan o'tganinglarda, LinkedIn'dan ro'yxatdan o'tganinglarda o'zi","Xo'p. Endi, LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib, LinkedIndan ro'yxatdan o'tganinglarda, LinkedIndan ro'yxatdan o'tganinglarda o'zi,",endi linkedin sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar birinchi bo'lib linkedin'dan ro'yxatdan o'tganinglarda linkedin'dan ro'yxatdan o'tganinglarda o'zi,xo'p endi linkedin sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar birinchi bo'lib linkedindan ro'yxatdan o'tganinglarda linkedindan ro'yxatdan o'tganinglarda o'zi,0.1765,0.9792,19.504,"Xo'p, endi LinkedIn sahifani to'g'ri to'ldirish bo'yicha kichik tavsiyalar. Birinchi bo'lib LinkedIndan ro'yxatdan o'tganinglarda, LinkedIndan ro'yxatdan o'tganinglarda o'zi"
298,07274.wav,"nima qildi? Chiqdi, tabriklayman, ishga kirding deydi. O'shandan keyin Amazonda nima qilib yubordim? reject qilib yubordimda, Google, Google'da nima qildim? Google tanladim, Google'da boshladim.","nima qildi, chiqdi, tabriklayman ishga kirding deydi. o'shandan keyin Amazonda nima qilib yubordim, reject qilib yubordimda. Google Googleda nima qildim, Google tanlab Googleda boshladim.",nima qildi chiqdi tabriklayman ishga kirding deydi o'shandan keyin amazonda nima qilib yubordim reject qilib yubordimda google google'da nima qildim google tanladim google'da boshladim,nima qildi chiqdi tabriklayman ishga kirding deydi o'shandan keyin amazonda nima qilib yubordim reject qilib yubordimda google googleda nima qildim google tanlab googleda boshladim,0.125,0.9835,18.053375,"nima qildi? Chiqdi, tabriklayman, ishga kirding deydi. O'shandan keyin Amazonda nima qilib yubordim? reject qilib yubordimda, Google, Googleda nima qildim? Google tanladim, Googleda boshladim."
299,03810.wav,"We can say it literally started in a garage and in California with like a few, you know, tech bros. And then, you know, since then, hamdulillah, like with the barakah, tawfiq of Allah Subhanahu Wa Ta'ala, you know, we got it to the stage that it is right now. Yeah, cool.","a, we can say it literally started in a garage in California with like a few, you know, tech bros. and then, you know, since then Alhamdulillah, like with the baraka of tavfiq of Allah Subhanahu va ta'ala, you know, we got it to the stage that it is right now. Alhamdulillah. Yeah, cool.",we can say it literally started in a garage and in california with like a few you know tech bros and then you know since then hamdulillah like with the barakah tawfiq of allah subhanahu wa ta'ala you know we got it to the stage that it is right now yeah cool,a we can say it literally started in a garage in california with like a few you know tech bros and then you know since then alhamdulillah like with the baraka of tavfiq of allah subhanahu va ta'ala you know we got it to the stage that it is right now alhamdulillah yeah cool,0.1538,0.7368,18.992,
300,12501.wav,"Ya'ni, lekin biz aytayotgan holatda, mana biz xohlayotgan konsepsiya murakkabroq, ota-ona ham ishlashi kerak bu yerda. Ota-onani mehnat, biz nima deb ham to'laymiz? Odamlar har xil-ku. Odamlar har xil, farzandidan xohlayotgan narsasi har xil, farzandiga qo'yayotgan talabi har xil. Qachon bizda o'sha","Ya'ni, e, lekin bizlar aytayotgan holatda, mana bizlar xohlayotgan konsepsiya murakkabroq, ota-ona ham ishlashi kerak bu yerda. Ota-onani mehnati, bizga nima deb ham to'ladi? Odamlar har xil-ku. Mhm. Odamlar har xil, farzandidan xohlayotgan narsasi har xil, farzandiga qo'yayotgan talabi har xil. Qachon bizda o'sha",ya'ni lekin biz aytayotgan holatda mana biz xohlayotgan konsepsiya murakkabroq ota-ona ham ishlashi kerak bu yerda ota-onani mehnat biz nima deb ham to'laymiz odamlar har xil-ku odamlar har xil farzandidan xohlayotgan narsasi har xil farzandiga qo'yayotgan talabi har xil qachon bizda o'sha,ya'ni e lekin bizlar aytayotgan holatda mana bizlar xohlayotgan konsepsiya murakkabroq ota-ona ham ishlashi kerak bu yerda ota-onani mehnati bizga nima deb ham to'ladi odamlar har xil-ku mhm odamlar har xil farzandidan xohlayotgan narsasi har xil farzandiga qo'yayotgan talabi har xil qachon bizda o'sha,0.1667,0.8263,19.9200625,
301,12790.wav,"Ko'pchilik so'raydi, ingliz tilini qanaqa darajada bilishim kerak deb. Misol uchun, kimdadir 6 bor, kimdadir 5.5 bor, kimdadir 8 bor IELTSdan, to'g'rimi? Va qaysi biri yetarli desanglar, men o'zim","A, koʻpchilik soʻraydi, ingliz tilini qanaqa darajada bilishim kerak edi. Misol uchun, kimdadir olti bor, kimdadir besh yarim bor, kimdadir sakkiz bor IELTSdan, toʻgʻrimi? Va qaysi biri yetarli desanglar, men oʻzim...",ko'pchilik so'raydi ingliz tilini qanaqa darajada bilishim kerak deb misol uchun kimdadir olti bor kimdadir besh butun besh bor kimdadir sakkiz bor ieltsdan to'g'rimi va qaysi biri yetarli desanglar men o'zim,a ko'pchilik so'raydi ingliz tilini qanaqa darajada bilishim kerak edi misol uchun kimdadir olti bor kimdadir besh yarim bor kimdadir sakkiz bor ieltsdan to'g'rimi va qaysi biri yetarli desanglar men o'zim,0.129,0.9443,14.832,"Ko'pchilik so'raydi, ingliz tilini qanaqa darajada bilishim kerak deydi. Misol uchun, kimdadir 6 bor, kimdadir 5.5 bor, kimdadir 8 bor IELTSdan, to'g'rimi? Va qaysi biri yetarli desanglar, men o'zim"
302,16822.wav,"2-3 yildan keyin balkim eskirib qolar bu soha, lekin siz aynan bilimingiz, muammo yechish qobiliyatlaringiz, fikrlashingiz hech qachon eskirmaydi.","ikki-uch yildan keyin balki eskirib qolar bu soha, lekin siz aynan bilimingiz, muammo yecha olish qobiliyatlaringiz, fikrlashingiz hech qachon eskirmaydi.",ikki-uch yildan keyin balkim eskirib qolar bu soha lekin siz aynan bilimingiz muammo yechish qobiliyatlaringiz fikrlashingiz hech qachon eskirmaydi,ikki-uch yildan keyin balki eskirib qolar bu soha lekin siz aynan bilimingiz muammo yecha olish qobiliyatlaringiz fikrlashingiz hech qachon eskirmaydi,0.1579,0.9832,11.152,"2-3 yildan keyin balkim eskirib qolar bu soha, lekin siz aynan bilimingiz, muammo yecha olish qobiliyatlaringiz, fikrlashingiz hech qachon eskirmaydi."
303,05621.wav,"ko'proq ma'lumot va quyidagi misollarni ko'rib, uni yanada yaxshiroq tushunib olishinglar mumkin bo'lar ekan. Demak, alerts ham tushunarli bo'ldi deb o'ylayman. Endi esa keyingi komponentimiz, batch komponentini ko'rib chiqamiz.","haqda ko'proq ma'lumot va quyidagi misollarni ko'rib, uni yanada yaxshiroq tushunib olishinglar mumkin bo'lar ekan. Demak, alerts ham tushunarli bo'ldi deb o'ylayman. Endi esa keyingi komponentimiz badge komponentini ko'rib chiqamiz. Xo'p.",ko'proq ma'lumot va quyidagi misollarni ko'rib uni yanada yaxshiroq tushunib olishinglar mumkin bo'lar ekan demak alerts ham tushunarli bo'ldi deb o'ylayman endi esa keyingi komponentimiz batch komponentini ko'rib chiqamiz,haqda ko'proq ma'lumot va quyidagi misollarni ko'rib uni yanada yaxshiroq tushunib olishinglar mumkin bo'lar ekan demak alerts ham tushunarli bo'ldi deb o'ylayman endi esa keyingi komponentimiz badge komponentini ko'rib chiqamiz xo'p,0.1034,0.8703,15.184,"haqda ko'proq ma'lumot va quyidagi misollarni ko'rib, uni yanada yaxshiroq tushunib olishinglar mumkin bo'lar ekan. Demak, alerts ham tushunarli bo'ldi deb o'ylayman. Endi esa keyingi komponentimiz, badge komponentini ko'rib chiqamiz."
304,00964.wav,Hammanglar rahmat. Assalomu alaykum va rahmatullohi va barakatuh.,Hammanglarga rahmat. Assalomu alaykum va rahmatullohi va barakatuh.,hammanglar rahmat assalomu alaykum va rahmatullohi va barakatuh,hammanglarga rahmat assalomu alaykum va rahmatullohi va barakatuh,0.125,0.9844,7.1561875,Hammanglarga rahmat. Assalomu alaykum va rahmatullohi va barakatuh.
305,19978.wav,"Bundan muammo yo'q, faqat odam o'zini ustida ishlashi kerak va bozor uchun kerak bo'lgan, bozorni ehtiyojidan kelib chiqib kasbini tanlab, shu bo'yicha o'zini ishlashi kerak o'zini ustida.","ya'ni bundan muammo yo'q, faqatgina odam o'zini ustida ishlashi kerak va mhm bozor uchun kerak bo'lgan, bozorni ehtiyojidan kelib chiqib, kasbini tanlab, shu bo'yicha o'zini ishlashi kerak o'zini ustida.",bundan muammo yo'q faqat odam o'zini ustida ishlashi kerak va bozor uchun kerak bo'lgan bozorni ehtiyojidan kelib chiqib kasbini tanlab shu bo'yicha o'zini ishlashi kerak o'zini ustida,ya'ni bundan muammo yo'q faqatgina odam o'zini ustida ishlashi kerak va mhm bozor uchun kerak bo'lgan bozorni ehtiyojidan kelib chiqib kasbini tanlab shu bo'yicha o'zini ishlashi kerak o'zini ustida,0.1111,0.9634,13.5946875,"ya'ni bundan muammo yo'q, faqatgina odam o'zini ustida ishlashi kerak va bozor uchun kerak bo'lgan, bozorni ehtiyojidan kelib chiqib kasbini tanlab, shu bo'yicha o'zini ishlashi kerak o'zini ustida."
306,18448.wav,"Hozir ikkita savol ko'proq foydali degan hisobga olganda ikkita savolni men yaxshi deb o'yladim. Shu ikkita savolni hozir birini tanlashga to'g'ri kelyapti. Birinchisi hozir mana shu ekrandagi ayollarga bo'ladigan tavsiya bo'lsa, ikkinchisi","hozir ikkita savol ko'p ko'proq foydaliligi unaqa hisobga olganda ikkita savolni man yaxshi deb o'yladim, shu ikkita savoldan hozir birini tanlashga to'g'ri kelyapti. Birinchisi hozir mana shu ekrandagi ayollarga bo'ladigan tavsiyalar, bo'lsa, ikkinchisi",hozir ikkita savol ko'proq foydali degan hisobga olganda ikkita savolni men yaxshi deb o'yladim shu ikkita savolni hozir birini tanlashga to'g'ri kelyapti birinchisi hozir mana shu ekrandagi ayollarga bo'ladigan tavsiya bo'lsa ikkinchisi,hozir ikkita savol ko'p ko'proq foydaliligi unaqa hisobga olganda ikkita savolni man yaxshi deb o'yladim shu ikkita savoldan hozir birini tanlashga to'g'ri kelyapti birinchisi hozir mana shu ekrandagi ayollarga bo'ladigan tavsiyalar bo'lsa ikkinchisi,0.1875,0.193,19.824,"Hozir ikkita savol ko'proq foydaliligiga bunday hisobga olganda ikkita savolni men yaxshi deb o'yladim. Shu ikkita savoldan hozir birini tanlashga to'g'ri kelyapti. Birinchisi hozir mana shu ekrandagi ayollarga bo'ladigan tavsiyalar bo'lsa, ikkinchisi"
307,19265.wav,Lekin bizni Word tagidan farqli tarafi bizni jadvalimizni stili hisoblanadi va ko'rishinglar mumkin unda o'sha chegaralar belgi ko'rsatilmagan va hozir biz style berish yordamida shu chegaralarni yaratib olamiz.,"lekin bizni Worddagidan farqli tarafi, bizni jadvalimizni stili hisoblanadi va ko'rishinglar mumkin, unda o'sha chegaralar, belg ko'rsatilmagan. Va hozir bizlar style berish yordamida shu chegaralarni yaratib olamiz.",lekin bizni word tagidan farqli tarafi bizni jadvalimizni stili hisoblanadi va ko'rishinglar mumkin unda o'sha chegaralar belgi ko'rsatilmagan va hozir biz style berish yordamida shu chegaralarni yaratib olamiz,lekin bizni worddagidan farqli tarafi bizni jadvalimizni stili hisoblanadi va ko'rishinglar mumkin unda o'sha chegaralar belg ko'rsatilmagan va hozir bizlar style berish yordamida shu chegaralarni yaratib olamiz,0.1429,0.9834,16.485375,Lekin bizni Worddagidan farqli tarafi bizni jadvalimizni stili hisoblanadi va ko'rishinglar mumkin unda o'sha chegaralar belgi ko'rsatilmagan va hozir biz style berish yordamida shu chegaralarni yaratib olamiz.
