id,path,duration,type,char_count,word_count,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
1753,16822.wav,11.152,validation,,,"2-3 yildan keyin balkim eskirib qolar bu soha, lekin siz aynan bilimingiz, muammo yecha olish qobiliyatlaringiz, fikrlashingiz hech qachon eskirmaydi.","ikki-uch yildan keyin balki eskirib qolar bu soha, lekin siz aynan bilimingiz, muammo yecha olish qobiliyatlaringiz, fikrlashingiz hech qachon eskirmaydi.",ikki-uch yildan keyin balkim eskirib qolar bu soha lekin siz aynan bilimingiz muammo yecha olish qobiliyatlaringiz fikrlashingiz hech qachon eskirmaydi,ikki-uch yildan keyin balki eskirib qolar bu soha lekin siz aynan bilimingiz muammo yecha olish qobiliyatlaringiz fikrlashingiz hech qachon eskirmaydi,0.05,0.0066,0.9967,20,20
1754,04433.wav,12.37,validation,,,"holati eslatadi. Hozir Amerikada motellar bu kichkina otellar, yo'l yuzidagi kichkina otellarni yarimidan ko'pi hindlarga tegishli ekan.","holati eslatadi. hozir Amerikada motellar, bu kichkina otellar, yo'l yuzidagi kichkina otellarni yarimidan ko'pi hindlarga tegishli ekan.",holati eslatadi hozir amerikada motellar bu kichkina otellar yo'l yuzidagi kichkina otellarni yarimidan ko'pi hindlarga tegishli ekan,holati eslatadi hozir amerikada motellar bu kichkina otellar yo'l yuzidagi kichkina otellarni yarimidan ko'pi hindlarga tegishli ekan,0.0,0.0,1.0,17,17
1755,02535.wav,12.4426875,validation,,,O'sha nimani bilmasligini bilish bosim ostida o'sha bilimsizligi shu fosh bo'lib qoladi degandek kompleks paydo bo'ladi va bu psixologik kompleks.,o'sha nimani bilmasligini bilish bosim ostida o'sha bilimsizligi ham shu fosh bo'lib qoladi degandek kompleks paydo bo'ladi va bu psixologik kompleks.,o'sha nimani bilmasligini bilish bosim ostida o'sha bilimsizligi shu fosh bo'lib qoladi degandek kompleks paydo bo'ladi va bu psixologik kompleks,o'sha nimani bilmasligini bilish bosim ostida o'sha bilimsizligi ham shu fosh bo'lib qoladi degandek kompleks paydo bo'ladi va bu psixologik kompleks,0.05,0.0276,0.9864,20,21
1756,05354.wav,15.141375,validation,,,"Dars rejasiga keladigan bo'lsak, u ikki qismdan tashkil topgan bo'ladi. Birinchi qismda breakpoints nima ekanligini ko'rib o'tar ekan bo'lsak, darsimizning ikkinchi qismi containers mavzusiga bag'ishlangan bo'ladi. Unda kelinglar","dars rejasiga keladigan boʻlsak, u ikki qismdan tashkil topgan boʻladi. Birinchi qismda break points nima ekanligini koʻrib oʻtar ekan boʻlsak, darsimizning ikkinchi qismi containers mavzusiga bagʻishlangan boʻladi. Unda kelinglar",dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi birinchi qismda breakpoints nima ekanligini ko'rib o'tar ekan bo'lsak darsimizning ikkinchi qismi containers mavzusiga bag'ishlangan bo'ladi unda kelinglar,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi birinchi qismda break points nima ekanligini ko'rib o'tar ekan bo'lsak darsimizning ikkinchi qismi containers mavzusiga bag'ishlangan bo'ladi unda kelinglar,0.0714,0.0044,0.9978,28,29
1757,13073.wav,18.608,validation,,,"Burnoutdan siz umuman uzoqlashib chiqasiz. Umuman dasturlashdan, kompyuterdan, telefonlardan uzoqlashib, do'stlar bilan yurishingiz mumkin, o'sha stol tennisi o'ynashingiz mumkin, boshqa bir sport turi bo'lishi mumkin, zalga chiqishingiz mumkin va hokazo. Shular orqali chiqsa bo'ladi.","burnoutdan siz umuman uzoqlashib chiqasiz. Umuman dasturlashdan, kompyuterdan, telefonlardan uzoqlashib, do'stlar bilan yurishingiz mumkin, o'sha stol tennis o'ynashingiz mumkin, boshqa bir sport turi bo'lishi mumkin, zalga chiqishingiz mumkin, va hokazo. Shular orqali chiqsa bo'ladi.",burnoutdan siz umuman uzoqlashib chiqasiz umuman dasturlashdan kompyuterdan telefonlardan uzoqlashib do'stlar bilan yurishingiz mumkin o'sha stol tennisi o'ynashingiz mumkin boshqa bir sport turi bo'lishi mumkin zalga chiqishingiz mumkin va hokazo shular orqali chiqsa bo'ladi,burnoutdan siz umuman uzoqlashib chiqasiz umuman dasturlashdan kompyuterdan telefonlardan uzoqlashib do'stlar bilan yurishingiz mumkin o'sha stol tennis o'ynashingiz mumkin boshqa bir sport turi bo'lishi mumkin zalga chiqishingiz mumkin va hokazo shular orqali chiqsa bo'ladi,0.0294,0.0036,0.9982,34,34
1758,00358.wav,13.968,validation,,,AI sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida native speaker bo'lsamda baribir,data AI sohasida oʻqiyotganim va koreys tilida oʻqiyotganim juda ham sabab boʻldi. Koreys tilida native speaker boʻlsamda baribir,ai sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida native speaker bo'lsamda baribir,data ai sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi koreys tilida native speaker bo'lsamda baribir,0.0588,0.0407,0.9801,17,18
1759,20380.wav,15.81,validation,,,"Kattakon rahmat Elbek, vaqt ajratganingiz uchun. Rahmat sizga ham. Umid qilamanki, kuzatuvchilarimizga foydali bo'ldi. Nasib qilsa keyingi efirlargacha. Albatta, sog' bo'ling, rahmat taklif qilganingiz uchun. Rahmat, sog' bo'ling, bor bo'ling.","Katta rahmat Elbek, vaqt ajratganingiz uchun.
Rahmat sizga ham.
Umid qilamanki, kuzatuvchilarimizga foydali bo'ldi.
Nasib qilsa, keyingi efirlargacha.
Albatta. Sog' bo'ling.
Rahmat taklif qilganingiz uchun.
Rahmat. Sog' bo'ling. Bor bo'ling.",kattakon rahmat elbek vaqt ajratganingiz uchun rahmat sizga ham umid qilamanki kuzatuvchilarimizga foydali bo'ldi nasib qilsa keyingi efirlargacha albatta sog' bo'ling rahmat taklif qilganingiz uchun rahmat sog' bo'ling bor bo'ling,katta rahmat elbek vaqt ajratganingiz uchun rahmat sizga ham umid qilamanki kuzatuvchilarimizga foydali bo'ldi nasib qilsa keyingi efirlargacha albatta sog' bo'ling rahmat taklif qilganingiz uchun rahmat sog' bo'ling bor bo'ling,0.0333,0.013,0.9935,30,30
1760,07403.wav,19.749375,validation,,,"qaytga tushib qoladi. Bitganmisiz? 50 nechinchi o'rin olganman global leader boardda. Keyin O'zbekistondan ham ancha odam qatnashgan ekan o'sha paytda qarasam, 30mi, 50 tami odam bizdan, 60 tami odam qatnashgan O'zbekistondan. Linkedinda ancha post famous bo'lgan. Men O'zbekistondan birinchi o'rin olganman qisqasi, 60 dan. Unda lekin","qaytga tushib qoladi. Bitganmiz. 50 nechinchi o'rin olganman global leaderboardda. Keyin O'zbekistondan ham ancha odam qatnashgan ekan. O'sha payt qarasam, 30mi, 50tami odam, bizdan 60tami odam qatnashgan O'zbekistondan. LinkedIn ancha post famous bo'lgan. Men O'zbekistondan birinchi o'rin olganman qisqasi. 60dan unda, lekin...",qaytga tushib qoladi bitganmisiz ellik nechinchi o'rin olganman global leader boardda keyin o'zbekistondan ham ancha odam qatnashgan ekan o'sha paytda qarasam o'ttiz mi ellik tami odam bizdan oltmish tami odam qatnashgan o'zbekistondan linkedinda ancha post famous bo'lgan men o'zbekistondan birinchi o'rin olganman qisqasi oltmishdan unda lekin,qaytga tushib qoladi bitganmiz ellik nechinchi o'rin olganman global leaderboardda keyin o'zbekistondan ham ancha odam qatnashgan ekan o'sha payt qarasam o'ttiz mi ellik tami odam bizdan oltmish tami odam qatnashgan o'zbekistondan linkedin ancha post famous bo'lgan men o'zbekistondan birinchi o'rin olganman qisqasi oltmishdan unda lekin,0.1087,0.0203,0.5798,46,45
1761,14289.wav,17.125375,validation,,,"Misol uchun tashqaridan shahar ko'rinyapti chotki, misol uchun-da. Shunaqa ekosistema deyiladi. Shu narsa bor. Dotnetga kirganingizdan keyin sizda hamma narsa bo'ladi. I mazza qilib yashaysiz, mazza qilib develop qilasiz. Keyin","Misol uchun tashqaridan shahar ko'rinyapti chotki. Misol uchun-da. Shunaqa ekosistema deyiladi. Shu narsa bor. DotNetga kirganingizdan keyin sizda hamma narsa bo'ladi. I maza qilib yashaysiz, maza qilib develop qilasiz. Keyin...",misol uchun tashqaridan shahar ko'rinyapti chotki misol uchun-da shunaqa ekosistema deyiladi shu narsa bor dotnetga kirganingizdan keyin sizda hamma narsa bo'ladi i mazza qilib yashaysiz mazza qilib develop qilasiz keyin,misol uchun tashqaridan shahar ko'rinyapti chotki misol uchun-da shunaqa ekosistema deyiladi shu narsa bor dotnetga kirganingizdan keyin sizda hamma narsa bo'ladi i maza qilib yashaysiz maza qilib develop qilasiz keyin,0.0667,0.0091,0.9041,30,30
1762,17696.wav,17.989375,validation,,,"yurishi qanaqa bo'lishi mumkin, qaysi tomonga bo'lishi mumkin? Xo'p, aynan, misol uchun Midjourney birinchi foydalangan payti, ya'ni to'g'ri, misol uchun internetda hamma narsalarni qilib berdi, watermark degan narsa bor boyagi yozuv.","yurishi qanaqa bo'lishi mumkin? Qaysi tomonga bo'lishi mumkin?
Hop, aynan, misol uchun Midjorney birinchi foydalangan payti, ya'ni to'rt, misol uchun internetda hamma narsalarni qilib berdi. Watermark degan narsa bor, yozuvi.",yurishi qanaqa bo'lishi mumkin qaysi tomonga bo'lishi mumkin xo'p aynan misol uchun midjourney birinchi foydalangan payti ya'ni to'g'ri misol uchun internetda hamma narsalarni qilib berdi watermark degan narsa bor boyagi yozuv,yurishi qanaqa bo'lishi mumkin qaysi tomonga bo'lishi mumkin hop aynan misol uchun midjorney birinchi foydalangan payti ya'ni to'rt misol uchun internetda hamma narsalarni qilib berdi watermark degan narsa bor yozuvi,0.1613,0.0619,0.6063,31,30
1763,18308.wav,18.0746875,validation,,,"20 million to'g'ri, 20 million endi taqqoslaymiz. WhatsApp hozir qaysi holatda DeepMind u paytda butun dunyoda ham unchalik qiziqish yuqori bo'lmagan. Buni farazlarga ko'ra DeepMindni sotib olganligi sababli shu yaratuvchilar aynan","20 milliard, to'g'ri. 20 milliard, endi taqqoslaymiz. WhatsApp hozir qaysi holatda? DeepMind, u paytda butun dunyoda ham shu unchalik qiziqish yuqori bo'lmagan. Buni... farazlarga ko'ra DeepMindni sotib olganligi sababli shu yaratuvchilar aynan...",yigirma million to'g'ri yigirma million endi taqqoslaymiz whatsapp hozir qaysi holatda deepmind u paytda butun dunyoda ham unchalik qiziqish yuqori bo'lmagan buni farazlarga ko'ra deepmindni sotib olganligi sababli shu yaratuvchilar aynan,yigirma milliard to'g'ri yigirma milliard endi taqqoslaymiz whatsapp hozir qaysi holatda deepmind u paytda butun dunyoda ham shu unchalik qiziqish yuqori bo'lmagan buni farazlarga ko'ra deepmindni sotib olganligi sababli shu yaratuvchilar aynan,0.0968,0.042,0.8797,31,32
1764,04895.wav,17.3706875,validation,,,"Biroz demak, tanaffus qilib, boshqa narsalarga chalg'ib, misol uchun sport bilan yoki musiqa eshitib yoki bo'lmasam o'zini qanaqadir bir mashg'uloti bo'lsa, xobbisi bo'lsa, o'sha bilan shug'ullanib, keyin qaytadigan bo'lsa, biroz endi tushunarliroq bo'lishi mumkin. Demak va dasturchi","biroz demak tanaffus qilib, boshqa narsalarga chalg'ib, misol uchun sport bilan yoki musiqa eshitib yoki bo'lmasam o'zini qanaqadir bir mashg'uloti bo'lsa, hobbi bo'lsa, o'sha bilan shug'ullanib, keyin qaytadigan bo'lsa, biroz endi tushunarliroq bo'lishi mumkin. Demak, va dasturchi",biroz demak tanaffus qilib boshqa narsalarga chalg'ib misol uchun sport bilan yoki musiqa eshitib yoki bo'lmasam o'zini qanaqadir bir mashg'uloti bo'lsa xobbisi bo'lsa o'sha bilan shug'ullanib keyin qaytadigan bo'lsa biroz endi tushunarliroq bo'lishi mumkin demak va dasturchi,biroz demak tanaffus qilib boshqa narsalarga chalg'ib misol uchun sport bilan yoki musiqa eshitib yoki bo'lmasam o'zini qanaqadir bir mashg'uloti bo'lsa hobbi bo'lsa o'sha bilan shug'ullanib keyin qaytadigan bo'lsa biroz endi tushunarliroq bo'lishi mumkin demak va dasturchi,0.027,0.0109,0.9818,37,37
1765,18154.wav,19.408,validation,,,"Juda ham muhim firibgarlarga qarshi kurashish uchun bu narsalarni oddiy dastur yordamida ham qilib bo'lmaydi, odam ham qila olmaydi. Buni faqat sun'iy intellekt yordamida qilish mumkin. Sun'iy intellekt dasturlar hozir firibgarlarni bir zumda aniqlay oladi. Ya'ni masalan kartangizdan hozir ko'ramiz, pul yechib olishadi, to'g'rimi? Shunaqa avj olib ketdi.","juda ham muhim. Firibgarlarga qarshi kurashish uchun, e, bu narsalarni oddiy dastur yordamida ham qilib bo'lmaydi, odam ham qila olmaydi. Buni faqat sun'iy intellekt yordamida qilish mumkin. Sun'iy intellekt dasturlar hozir firibgarlarni bir zumda aniqlay oladi. Ya'ni masalan kartangizdan hozir ko'ramiz, pul yechib olishadi, to'g'rimi? Shunaqa avj olib ketdi.",juda ham muhim firibgarlarga qarshi kurashish uchun bu narsalarni oddiy dastur yordamida ham qilib bo'lmaydi odam ham qila olmaydi buni faqat sun'iy intellekt yordamida qilish mumkin sun'iy intellekt dasturlar hozir firibgarlarni bir zumda aniqlay oladi ya'ni masalan kartangizdan hozir ko'ramiz pul yechib olishadi to'g'rimi shunaqa avj olib ketdi,juda ham muhim firibgarlarga qarshi kurashish uchun e bu narsalarni oddiy dastur yordamida ham qilib bo'lmaydi odam ham qila olmaydi buni faqat sun'iy intellekt yordamida qilish mumkin sun'iy intellekt dasturlar hozir firibgarlarni bir zumda aniqlay oladi ya'ni masalan kartangizdan hozir ko'ramiz pul yechib olishadi to'g'rimi shunaqa avj olib ketdi,0.0208,0.0057,0.9971,48,49
1766,02432.wav,16.8693125,validation,,,"moyilligi bo'lmaydi, qobiliyati bo'lmasligi mumkin. Har kimda ham shu kompyuter sohasi yoki meditsina yoki biron-bir har qanday sohaga tabiatan unga moyillik bo'lmasligi mumkin, lekin moyilligi bo'lishi ham mumkin. Buni aniqlash juda ham qiyin.","moyilligi bo'lmaydi, qobiliyati bo'lmasligi mumkin. Har kimda ham shu kompyuter sohasi yoki meditsina yoki shu biron bir har qanday sohaga tabiatan unga moyillik bo'lmasligi mumkin. Lekin moyilligi bo'lishi ham mumkin. Buni aniqlash juda ham qiyin.",moyilligi bo'lmaydi qobiliyati bo'lmasligi mumkin har kimda ham shu kompyuter sohasi yoki meditsina yoki biron-bir har qanday sohaga tabiatan unga moyillik bo'lmasligi mumkin lekin moyilligi bo'lishi ham mumkin buni aniqlash juda ham qiyin,moyilligi bo'lmaydi qobiliyati bo'lmasligi mumkin har kimda ham shu kompyuter sohasi yoki meditsina yoki shu biron bir har qanday sohaga tabiatan unga moyillik bo'lmasligi mumkin lekin moyilligi bo'lishi ham mumkin buni aniqlash juda ham qiyin,0.0909,0.0209,0.9668,33,35
1767,09238.wav,19.941375,validation,,," sizni agar aytaylik 10 ta proyekt bo'lsa, 10 tadan ikkitasiga ulgurib, sakkiztasiga ulgurmayotgan bo'lsangiz ham bu ham bir yaxshi natija deb o'zimizga aytishimiz kerak. Chunki u sizni faqat undaydi. Ha, harakat qilishga, ulgurishga shuning uchun","bu sizni agar aytaylik 10 ta proyekt bo'lsa, 10 tadan ikkitasiga ulgurib, sakkiztasiga ulgurmayotgan bo'lsangiz ham, bu ham bir yaxshi natija deb o'zimizga aytishimiz kerak. Chunki u sizni faqat undaydi-da. Ha, harakat qilishga, ulgurishga. Shuning uchun, m-m-m-m",sizni agar aytaylik o'nta proyekt bo'lsa o'n tadan ikkitasiga ulgurib sakkiztasiga ulgurmayotgan bo'lsangiz ham bu ham bir yaxshi natija deb o'zimizga aytishimiz kerak chunki u sizni faqat undaydi ha harakat qilishga ulgurishga shuning uchun,bu sizni agar aytaylik o'nta proyekt bo'lsa o'n tadan ikkitasiga ulgurib sakkiztasiga ulgurmayotgan bo'lsangiz ham bu ham bir yaxshi natija deb o'zimizga aytishimiz kerak chunki u sizni faqat undaydi-da ha harakat qilishga ulgurishga shuning uchun m-m-m-m,0.0882,0.0581,0.9718,34,36
1768,15898.wav,13.168,validation,,,"Ochiq ma'lumotlar asosida bo'lishi kerak va ochiq ma'lumotlar uchun sayt ham berishdi bizga. data.gov.uz saytini berishdi. U yerda ochiq ma'lumotlar bor, shundan foydalanib qandaydir bir yechim beringlar deydi.","ochiq ma'lumotlar asosida bo'lishi kerak va ochiq ma'lumotlar uchun sayt ham berishdi bizga. data.gov.uz saytini berishdi. u yerda ochiq ma'lumotlar bor. shundan foydalanib, qandaydir bir yechim beringlar deydi.",ochiq ma'lumotlar asosida bo'lishi kerak va ochiq ma'lumotlar uchun sayt ham berishdi bizga data gov uz saytini berishdi u yerda ochiq ma'lumotlar bor shundan foydalanib qandaydir bir yechim beringlar deydi,ochiq ma'lumotlar asosida bo'lishi kerak va ochiq ma'lumotlar uchun sayt ham berishdi bizga data gov uz saytini berishdi u yerda ochiq ma'lumotlar bor shundan foydalanib qandaydir bir yechim beringlar deydi,0.0,0.0,1.0,30,30
1769,04083.wav,11.4506875,validation,,,"Xo'p, endi mana Mohir AI haqida gaplashamiz. Mohir AI o'zi nima? Mohir AI bu yerda bizlarda bir qancha modellar bor. Xo'p, bularni ko'rib chiqamiz.","Xo'p, endi mana Mohir AI haqida gaplashamiz. Mohir AI o'zi nima? Mohir AI bu yerda bizda bir qancha modellar bor. Xo'p, bularni ko'rib chiqamiz.",xo'p endi mana mohir ai haqida gaplashamiz mohir ai o'zi nima mohir ai bu yerda bizlarda bir qancha modellar bor xo'p bularni ko'rib chiqamiz,xo'p endi mana mohir ai haqida gaplashamiz mohir ai o'zi nima mohir ai bu yerda bizda bir qancha modellar bor xo'p bularni ko'rib chiqamiz,0.0417,0.0213,0.9892,24,24
1770,20299.wav,16.08,validation,,,"Xo'p, umuman olganda mana shu. Endi buni aytib o'tganimda o'sha Mohirdev praktikumini yozishdi. Boshida ikkita dastur qilinadi deb aytgan edik oldindan ham, ya'ni kalkulyator bilan kesha dasturi.","mana olganda mana shu. Endi buni aytib o'tganimda o'sha Mohirdev praktikumini yozishda, boshida ikkita dastur qilinadi deb aytgan edik oldindan ham, ya'ni kalkulyator bilan kesha dasturi.",xo'p umuman olganda mana shu endi buni aytib o'tganimda o'sha mohirdev praktikumini yozishdi boshida ikkita dastur qilinadi deb aytgan edik oldindan ham ya'ni kalkulyator bilan kesha dasturi,mana olganda mana shu endi buni aytib o'tganimda o'sha mohirdev praktikumini yozishda boshida ikkita dastur qilinadi deb aytgan edik oldindan ham ya'ni kalkulyator bilan kesha dasturi,0.1111,0.0526,0.9705,27,26
1771,18079.wav,9.01,validation,,,"Men detektiv Karterman, inglizchani tushunasanmi? Nima balo karmisan, inglizchani tushunasanmi deyapman.","Men detektiv Karterman. Inglizchani tushunasanmi? Nima balo, karmisan? Inglizchani tushunasanmi deyabman.",men detektiv karterman inglizchani tushunasanmi nima balo karmisan inglizchani tushunasanmi deyapman,men detektiv karterman inglizchani tushunasanmi nima balo karmisan inglizchani tushunasanmi deyabman,0.0909,0.01,0.99,11,11
1772,06724.wav,18.437375,validation,,,"Uyda o'tirgan bo'lsangiz hozir SMM social media marketing juda ham mashhur bo'lib ketgan. Agar sizda telefon bo'lsa, albatta hammada telefon bor. Telefoningiz va internetingiz bo'lsa, social media marketingni o'rganishni maslahat beraman. Bu juda ham qiyin emas, lekin siz bu uchun","A uyda oʻtirgan boʻlsangiz, hozir SMM, social media marketing juda ham mashhur boʻlib ketgan. Agar sizda telefon boʻlsa, albatta hammada telefon bor. Telefoningiz va internetingiz boʻlsa, social media marketingni oʻrganishni maslahat beraman. Bu juda ham qiyin emas, lekin siz bu uchun",uyda o'tirgan bo'lsangiz hozir smm social media marketing juda ham mashhur bo'lib ketgan agar sizda telefon bo'lsa albatta hammada telefon bor telefoningiz va internetingiz bo'lsa social media marketingni o'rganishni maslahat beraman bu juda ham qiyin emas lekin siz bu uchun,a uyda o'tirgan bo'lsangiz hozir smm social media marketing juda ham mashhur bo'lib ketgan agar sizda telefon bo'lsa albatta hammada telefon bor telefoningiz va internetingiz bo'lsa social media marketingni o'rganishni maslahat beraman bu juda ham qiyin emas lekin siz bu uchun,0.025,0.0073,0.9964,40,41
1773,16115.wav,19.973375,validation,,,"Demak, dasturchi ega bo'lishi kerak bo'lgan uch jihat. Birinchisi intizom, ya'ni ""discipline"" deyiladi. Ikkinchisi sabr, ""patience"". Uchinchisi qattiq mehnat, ""hard work"". Hozir biz buni birma-bir ko'rib chiqamiz. Birinchisi intizom. O'zi intizom nima?","Demak, dasturchi ega bo'lishi kerak bo'lgan bu jihat. Birinchisi intizom. Ya'ni discipline deyiladi. Ikkinchisi sabr, patience. Uchinchisi, qattiq mehnat, hard work. Hozir bizlar buni birma-bir ko'rib chiqamiz. Birinchisi intizom. O'zi intizom nima?",demak dasturchi ega bo'lishi kerak bo'lgan uch jihat birinchisi intizom ya'ni discipline deyiladi ikkinchisi sabr patience uchinchisi qattiq mehnat hard work hozir biz buni birma-bir ko'rib chiqamiz birinchisi intizom o'zi intizom nima,demak dasturchi ega bo'lishi kerak bo'lgan bu jihat birinchisi intizom ya'ni discipline deyiladi ikkinchisi sabr patience uchinchisi qattiq mehnat hard work hozir bizlar buni birma-bir ko'rib chiqamiz birinchisi intizom o'zi intizom nima,0.0625,0.0255,0.9831,32,32
1774,19992.wav,18.9706875,validation,,,"Birinchidan, ular ham nima deydi, ertadan kechgacha taksi haydamaydi. Hech kim hamma o'zini tashvishi bilan yuradi. Ularni ham bir tashvishi bor va men shu narsani o'zimga habit qilib qildim. Har safar taksiga o'tirganimda, agar u initiate qilsa conversationda, men entertain qilaman. Ya'ni","birinchidan, ular ham nima deydi, ertadan kechgacha taksi haydaydi. Hech kim, hamma o'zini tashvishi bilan yuradi. Ularni ham bir tashvishi bor i men shu narsani o'zimga habit qilib qildim, shtobi har safar taksiga o'tirganimda, agar u initiate qilsa conversationda, men entertain qilaman. Ya'ni",birinchidan ular ham nima deydi ertadan kechgacha taksi haydamaydi hech kim hamma o'zini tashvishi bilan yuradi ularni ham bir tashvishi bor va men shu narsani o'zimga habit qilib qildim har safar taksiga o'tirganimda agar u initiate qilsa conversationda men entertain qilaman ya'ni,birinchidan ular ham nima deydi ertadan kechgacha taksi haydaydi hech kim hamma o'zini tashvishi bilan yuradi ularni ham bir tashvishi bor i men shu narsani o'zimga habit qilib qildim shtobi har safar taksiga o'tirganimda agar u initiate qilsa conversationda men entertain qilaman ya'ni,0.0714,0.039,0.493,42,43
1775,19978.wav,13.5946875,validation,,,"ya'ni bundan muammo yo'q, faqatgina odam o'zini ustida ishlashi kerak va bozor uchun kerak bo'lgan, bozorni ehtiyojidan kelib chiqib kasbini tanlab, shu bo'yicha o'zini ishlashi kerak o'zini ustida.","ya'ni bundan muammo yo'q, faqatgina odam o'zini ustida ishlashi kerak va mhm bozor uchun kerak bo'lgan, bozorni ehtiyojidan kelib chiqib, kasbini tanlab, shu bo'yicha o'zini ishlashi kerak o'zini ustida.",ya'ni bundan muammo yo'q faqatgina odam o'zini ustida ishlashi kerak va bozor uchun kerak bo'lgan bozorni ehtiyojidan kelib chiqib kasbini tanlab shu bo'yicha o'zini ishlashi kerak o'zini ustida,ya'ni bundan muammo yo'q faqatgina odam o'zini ustida ishlashi kerak va mhm bozor uchun kerak bo'lgan bozorni ehtiyojidan kelib chiqib kasbini tanlab shu bo'yicha o'zini ishlashi kerak o'zini ustida,0.0357,0.0206,0.9898,28,29
1776,13710.wav,18.384,validation,,,"yoki shu maqolaga oid bo'lgan boshqa maqolalarni qaytarsin. Misol uchun siz deylik Imom Buxoriy haqida qidirgan edingiz, sizga hadis ilmi haqida ma'lumotlarni ham ko'rsatyapti va hokazo, ya'ni o'tirib, aniq qilib nima kutyapsiz mana shu dasturdan va bu dasturga siz qanday talablar qo'yapsiz, mana shularni aniqlashtirib oling.","yoki shu maqolaga oid bo'lgan boshqa maqolalarni qaytarsin. Misol uchun siz, deylik, Imom Buxoriy haqida qidirgan edingiz, sizga hadis ilmi haqida ma'lumotlarni ham ko'rsatyapti. Va hokazo, ya'ni o'tirib, aniq qilib nima kutyapsiz mana shu dasturdan? Va bu dasturga siz qanday talablar qo'yapsiz? Mana shularni aniqlashtirib oling. Ikkinchi",yoki shu maqolaga oid bo'lgan boshqa maqolalarni qaytarsin misol uchun siz deylik imom buxoriy haqida qidirgan edingiz sizga hadis ilmi haqida ma'lumotlarni ham ko'rsatyapti va hokazo ya'ni o'tirib aniq qilib nima kutyapsiz mana shu dasturdan va bu dasturga siz qanday talablar qo'yapsiz mana shularni aniqlashtirib oling,yoki shu maqolaga oid bo'lgan boshqa maqolalarni qaytarsin misol uchun siz deylik imom buxoriy haqida qidirgan edingiz sizga hadis ilmi haqida ma'lumotlarni ham ko'rsatyapti va hokazo ya'ni o'tirib aniq qilib nima kutyapsiz mana shu dasturdan va bu dasturga siz qanday talablar qo'yapsiz mana shularni aniqlashtirib oling ikkinchi,0.0217,0.028,0.9862,46,47
1777,03613.wav,13.477375,validation,,,"rasm olib kelib beradigan plaginlar ham bor. Bir xil anaqa dizaynlarni ko'rsangiz, hamma yoqqa bir xil rasm, bir xil tekst, loremlar yozib tashlashadi. U narsa","rasm olib kelib beradigan plaginlar ham bor. Bir xil anaqa dizaynlarni ko'rsangiz, hamma yoqqa bir xil rasm, bir xil tekst, loremlar yozib tashishadi. U narsa",rasm olib kelib beradigan plaginlar ham bor bir xil anaqa dizaynlarni ko'rsangiz hamma yoqqa bir xil rasm bir xil tekst loremlar yozib tashlashadi u narsa,rasm olib kelib beradigan plaginlar ham bor bir xil anaqa dizaynlarni ko'rsangiz hamma yoqqa bir xil rasm bir xil tekst loremlar yozib tashishadi u narsa,0.04,0.013,0.9902,25,25
1778,05529.wav,14.2966875,validation,,,Bugun biz sizlar bilan 39-darsimiz va albatta o'tgan darsda boshlab olgan loyihamizni bu darsda yaxshilashda davom etamiz.,Bugun bizlar sizlar bilan o'ttiz to'qqizinchi darsimiz va albatta o'tgan darsda boshlab olgan loyihamizni bu darsda yaxshilashda davom etamiz.,bugun biz sizlar bilan o'ttiz to'qqizinchi darsimiz va albatta o'tgan darsda boshlab olgan loyihamizni bu darsda yaxshilashda davom etamiz,bugun bizlar sizlar bilan o'ttiz to'qqizinchi darsimiz va albatta o'tgan darsda boshlab olgan loyihamizni bu darsda yaxshilashda davom etamiz,0.0526,0.0217,0.9892,19,19
1779,20553.wav,11.152,validation,,,"ideologiyani tushuntirishga harakat qilyapman. Playwright Playwrightni biladiganlar bormi? Bu ham testing, faqat bu endi end-to-end testing.","ideologiyani tushuntirishga harakat qilyapman.
Playwright.
Playwrightni biladiganlar bormi?
Bu ham testing, faqat endi bu end-to-end testing.",ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar bormi bu ham testing faqat bu endi end-to-end testing,ideologiyani tushuntirishga harakat qilyapman playwright playwrightni biladiganlar bormi bu ham testing faqat endi bu end-to-end testing,0.125,0.0441,0.9779,16,16
1780,17108.wav,11.58,validation,,,"Bugun bizlar sizlar bilan oltinchi darsimiz va bugungi darsda SASSda o'zgaruvchilar, ya'ni variables nima ekanligini bilib olamiz.","Bugun bizlar sizlar bilan oltinchi darsimiz-e, va bugungi darsda Sassda oʻzgaruvchilar, yaʼni variables nima ekanligini bilib olamiz.",bugun bizlar sizlar bilan oltinchi darsimiz va bugungi darsda sassda o'zgaruvchilar ya'ni variables nima ekanligini bilib olamiz,bugun bizlar sizlar bilan oltinchi darsimiz-e va bugungi darsda sassda o'zgaruvchilar ya'ni variables nima ekanligini bilib olamiz,0.0588,0.0156,0.9922,17,17
