path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
00004249.wav,news,"Muhtaram Prezidentimizga ham ming marta rahmat. Xudoga ming marta shukur, qancha mana mashaqqatlarni boshimizdan o'tkazdik. Mana bugungi kunda endi rohatini ko'ryapmiz. Men qishloq xo'jaligi sohasiga kiribmanki, biror marta bir","Muhtaram Prezidentimizga ham, ming marta ham, mat Xudoga ming marta shukur, qancha mana mashaqqatlarni boshimizdan o'tkazdik. Mana bugungi kunda endi rohatini ko'ryapmiz. Men qishloq xo'jalik sohasiga kiribmanki, biroq marta bir",0.1724,"Muhtaram Prezidentimizga ham ming marta rahmat. Xudoga ming marta shukur, qancha mana mashaqqatlarni boshimizdan o'tkazdik. Mana bugungi kunda endi rohatini ko'ryapmiz. Men qishloq xo'jaligi sohasiga kiribmanki, biror marta bir","Muhtaram Prezidentimizga ham, ming marta ham, mat Xudoga ming marta shukur, qancha mana mashaqqatlarni boshimizdan o'tkazdik. Mana bugungi kunda endi rohatini ko'ryapmiz. Men qishloq xo'jalik sohasiga kiribmanki, biroq marta bir",0.1724,0.0396,0.7429,29,30
60550.wav,uzbek_voice,Ishchilarning barchasiga mehnat daftarchalari ochilgan.,Ishchilarning barchasiga mehnat daftarchalari ochilgan.,0.0,Ishchilarning barchasiga mehnat daftarchalari ochilgan.,Ishchilarning barchasiga mehnat daftarchalari ochilgan.,0.0,0.0,1.0,5,5
249951.wav,uzbek_voice,Raqib jamoaviy o'yin namoyish qiladi.,Raqib jamoaviy o'yin namoyish qiladi.,0.0,Raqib jamoaviy o'yin namoyish qiladi.,Raqib jamoaviy o'yin namoyish qiladi.,0.0,0.0,1.0,5,5
153141.wav,uzbek_voice,Futbolchi maydondan yengil oqsoqlangan holda chiqib ketdi.,Futbolchi maydondan yengil oqchoqlangan holda chiqib ketdi.,0.1429,Futbolchi maydondan yengil oqsoqlangan holda chiqib ketdi.,Futbolchi maydondan yengil oqchoqlangan holda chiqib ketdi.,0.1429,0.0345,0.9744,7,7
common_voice_uz_29265947.wav,common_voice,Men dastlab hech narsaga e'tibor qilmay.,Men dastlab hech narsaga e'tibor qilmang.,0.1667,Men dastlab hech narsaga e'tibor qilmay.,Men dastlab hech narsaga e'tibor qilmang.,0.1667,0.05,0.963,6,6
common_voice_uz_28905391.wav,common_voice,Birov xiyonatni shunchaki kasbga aylantirib olgani uchun xiyonat qilaveradimi?,Birov xiyonatni shunchaki kasbga aylantirib olgani uchun xiyonat qilaveradimi?,0.0,Birov xiyonatni shunchaki kasbga aylantirib olgani uchun xiyonat qilaveradimi?,Birov xiyonatni shunchaki kasbga aylantirib olgani uchun xiyonat qilaveradimi?,0.0,0.0,1.0,9,9
common_voice_uz_29516462.wav,common_voice,Zildek so'zlar quloqlarining yonidan uchdi.,Zildek so'zlar quloqlarining yonidan uchdi.,0.0,Zildek so'zlar quloqlarining yonidan uchdi.,Zildek so'zlar quloqlarining yonidan uchdi.,0.0,0.0,1.0,5,5
316444.wav,uzbek_voice,Qirg'izistonning yangi bosh vaziri tarafdorlari aksiyasi,Qirg'izistonning yangi bosh vaziri tarafdorlari aksiyasi.,0.1667,Qirg'izistonning yangi bosh vaziri tarafdorlari aksiyasi,Qirg'izistonning yangi bosh vaziri tarafdorlari aksiyasi.,0.1667,0.0179,0.9912,6,6
323388.wav,uzbek_voice,"Eng katta yutug'imiz, menimcha, bolalarning erkinligi.","Eng katta yutug'imiz, menimcha, bolalarning erkinligi.",0.0,"Eng katta yutug'imiz, menimcha, bolalarning erkinligi.","Eng katta yutug'imiz, menimcha, bolalarning erkinligi.",0.0,0.0,1.0,6,6
common_voice_uz_28890953.wav,common_voice,"Xo'sh, bu masalani kim hal qilib beradi?","Xo'sh, bu masalani kim hal qilib beradi?",0.0,"Xo'sh, bu masalani kim hal qilib beradi?","Xo'sh, bu masalani kim hal qilib beradi?",0.0,0.0,1.0,7,7
705504.wav,uzbek_voice,Ana endi o'rta maxsus ma'lumotli o'qituvchilar ushbu imtiyozlardan bemalol foydalanib,Ana endi o'rta maxsus ma'lumotli o'qituvchilar ushbu imtiyozlardan bemalol foydalanib,0.0,Ana endi o'rta maxsus ma'lumotli o'qituvchilar ushbu imtiyozlardan bemalol foydalanib,Ana endi o'rta maxsus ma'lumotli o'qituvchilar ushbu imtiyozlardan bemalol foydalanib,0.0,0.0,1.0,10,10
77246.wav,uzbek_voice,Bu unvonga Chingizxon loyiq deb topilgan.,Bu unvonga Chingizxon loyiq deb topilgan.,0.0,Bu unvonga Chingizxon loyiq deb topilgan.,Bu unvonga Chingizxon loyiq deb topilgan.,0.0,0.0,1.0,6,6
103067.wav,uzbek_voice,Hammani o'z skrinshotingiz bilan hayratda qoldiring.,Hammani o'z skrinshotingiz bilan hayratda qoldiring.,0.0,Hammani o'z skrinshotingiz bilan hayratda qoldiring.,Hammani o'z skrinshotingiz bilan hayratda qoldiring.,0.0,0.0,1.0,6,6
138263.wav,uzbek_voice,Hozirgi paytda u Dallasdagi shifoxonalarning birida davolanmoqda.,Hozirgi paytda u Dallasdagi shifoxonalarning birida davolanmoqda.,0.0,Hozirgi paytda u Dallasdagi shifoxonalarning birida davolanmoqda.,Hozirgi paytda u Dallasdagi shifoxonalarning birida davolanmoqda.,0.0,0.0,1.0,7,7
473190.wav,uzbek_voice,"Misr, Iroq va Liviya mamlakatlarida tarjimonlik faoliyati bilan shug'ullangan.","Misr, Iroq va Liviya mamlakatlarida tarjimonlik faoliyati bilan shug'ullangan.",0.0,"Misr, Iroq va Liviya mamlakatlarida tarjimonlik faoliyati bilan shug'ullangan.","Misr, Iroq va Liviya mamlakatlarida tarjimonlik faoliyati bilan shug'ullangan.",0.0,0.0,1.0,9,9
common_voice_uz_29727866.wav,common_voice,kaftimda sarg'imtil uvada surat,kaftimda sarg'im til uvada surat,0.5,kaftimda sarg'imtil uvada surat,kaftimda sarg'im til uvada surat,0.5,0.0323,0.9841,4,5
common_voice_uz_29624718.wav,common_voice,bo'lsin desang shod,Bo'lsin desang shod.,0.6667,bo'lsin desang shod,Bo'lsin desang shod.,0.6667,0.1053,0.9231,3,3
common_voice_uz_29211683.wav,common_voice,"Qamariddinning boshida bir og'riq turdi, ko'ksi achishdi.",Qamariddinning boshida bir og'riq turdi. Ko'ksa otishdi.,0.4286,"Qamariddinning boshida bir og'riq turdi, ko'ksi achishdi.",Qamariddinning boshida bir og'riq turdi. Ko'ksa otishdi.,0.4286,0.1053,0.9027,7,7
668360.wav,uzbek_voice,Shundan so'ng mato o'zidagi viruslarni o'ldirish xususiyatini yo'qotadi.,Shundan so'ng mato o'zidagi viruslarni o'ldirish xususiyatini yo'qotadi.,0.0,Shundan so'ng mato o'zidagi viruslarni o'ldirish xususiyatini yo'qotadi.,Shundan so'ng mato o'zidagi viruslarni o'ldirish xususiyatini yo'qotadi.,0.0,0.0,1.0,8,8
195757.wav,uzbek_voice,Mahsulot Qirg'iziston va Qozog'iston davlatlariga eksportga yo'naltirilmoqda.,Mahsulot Qirg'iziston va Qozog'iston davlatlariga eksportga yo'naltirilmoqda.,0.0,Mahsulot Qirg'iziston va Qozog'iston davlatlariga eksportga yo'naltirilmoqda.,Mahsulot Qirg'iziston va Qozog'iston davlatlariga eksportga yo'naltirilmoqda.,0.0,0.0,1.0,7,7
common_voice_uz_28890992.wav,common_voice,Ular orzularining to'rtdan birini ham amalga oshirmasdan o'tib ketadilar.,Ular orzularining to'rtdan birini ham amalga oshirmasdan o'tib ketadilar.,0.0,Ular orzularining to'rtdan birini ham amalga oshirmasdan o'tib ketadilar.,Ular orzularining to'rtdan birini ham amalga oshirmasdan o'tib ketadilar.,0.0,0.0,1.0,9,9
103114.wav,uzbek_voice,Yuk mashinasi yoqilg'i olib ketayotgan bo'lgan.,yuk mashinasi yoqilg'i olib ketayotgan bo'lgan.,0.1667,Yuk mashinasi yoqilg'i olib ketayotgan bo'lgan.,yuk mashinasi yoqilg'i olib ketayotgan bo'lgan.,0.1667,0.0213,0.9787,6,6
common_voice_uz_28891611.wav,common_voice,Mana shu bebaho merosga o'z hissamizni qo'shaylik.,Mana shu bebaho merosga o'z hissamizni qo'shaylik.,0.0,Mana shu bebaho merosga o'z hissamizni qo'shaylik.,Mana shu bebaho merosga o'z hissamizni qo'shaylik.,0.0,0.0,1.0,7,7
193194.wav,uzbek_voice,Futbolchilarga ham yo'q joydan sariq kartochkalar berildi.,Futbolchilarga ham yo'q joydan sariq kartochkalar berildi.,0.0,Futbolchilarga ham yo'q joydan sariq kartochkalar berildi.,Futbolchilarga ham yo'q joydan sariq kartochkalar berildi.,0.0,0.0,1.0,7,7
857780.wav,uzbek_voice,49 248,49 248,0.0,49 248,49 248,0.0,0.0,1.0,2,2
common_voice_uz_28889727.wav,common_voice,Guruhning oliy maqsadi Isroilni yo'q qilish va o'rniga Falastin davlatini qurish.,Guruhning oliy maqsadi Isroilni yo'q qilish va o'rniga Falastin davlatini qurish.,0.0,Guruhning oliy maqsadi Isroilni yo'q qilish va o'rniga Falastin davlatini qurish.,Guruhning oliy maqsadi Isroilni yo'q qilish va o'rniga Falastin davlatini qurish.,0.0,0.0,1.0,11,11
125456.wav,uzbek_voice,Sun'iy urug'lantirish bo'yicha turkiyalik mutaxassis O'zbekistonga keladi.,Sun'iy urug'lantirish bo'yicha turkiyalik mutaxassis o'zbekistonlik keladi.,0.1429,Sun'iy urug'lantirish bo'yicha turkiyalik mutaxassis O'zbekistonga keladi.,Sun'iy urug'lantirish bo'yicha turkiyalik mutaxassis o'zbekistonlik keladi.,0.1429,0.0541,0.953,7,7
72357.wav,uzbek_voice,IAAF Mutkoning xatiga rad javobini berdi.,I. A. A. F. Mutkoning xatiga rad javobini berdi.,0.6667,IAAF Mutkoning xatiga rad javobini berdi.,I. A. A. F. Mutkoning xatiga rad javobini berdi.,0.6667,0.1707,0.9213,6,9
171678.wav,uzbek_voice,Tergovchilar halok bo'lganlar yashagan xonadonni ko'rib chiqdi.,Tergovchilar halok bo'lganlar yashagan xonadonni ko'rib chiqdi.,0.0,Tergovchilar halok bo'lganlar yashagan xonadonni ko'rib chiqdi.,Tergovchilar halok bo'lganlar yashagan xonadonni ko'rib chiqdi.,0.0,0.0,1.0,7,7
common_voice_uz_28926601.wav,common_voice,Shu qolganiga misollar bor.,Shu qolganiga misollar bor.,0.0,Shu qolganiga misollar bor.,Shu qolganiga misollar bor.,0.0,0.0,1.0,4,4
common_voice_uz_29490750.wav,common_voice,"Xabarlarga ko'ra, Toshkent-Namangan reysi yo'lovchilari soatlab ushlab turilgan.","Xabarlarga ko'ra, Toshkent-Namangan reysi yo'lovchilari soatlab ushlab turilgan.",0.0,"Xabarlarga ko'ra, Toshkent-Namangan reysi yo'lovchilari soatlab ushlab turilgan.","Xabarlarga ko'ra, Toshkent-Namangan reysi yo'lovchilari soatlab ushlab turilgan.",0.0,0.0,1.0,8,8
common_voice_uz_28902422.wav,common_voice,Chin iymoni sezilmasa edi.,Chin iymoni sezilmasa edi.,0.0,Chin iymoni sezilmasa edi.,Chin iymoni sezilmasa edi.,0.0,0.0,1.0,4,4
10586.wav,uzbek_voice,Manchester Yunaytedning yangi formasi,Manchester Yunaytedning yangi formasi,0.0,Manchester Yunaytedning yangi formasi,Manchester Yunaytedning yangi formasi,0.0,0.0,1.0,4,4
00015529_1.wav,news,"shu darajalarga yetib yuribmiz. Demak, o'sha litseydagi davrlarni eslayman, o'sha paytdagi fan olimpiadalarini eslayman. Fan olimpiadalari ham juda qattiq bo'lardi, sirtqi olimpiada bo'lardi u paytda.","shu darajalarga yetib yuribmiz. Demak, o'sha litseydagi davrlarni eslayman, o'sha paytdagi fan olimpiadalarini eslayman, fan olimpiadalari ham juda qattiq bo'lardi, sirtqi olimpiada bo'lardi u paytda.",0.08,"shu darajalarga yetib yuribmiz. Demak, o'sha litseydagi davrlarni eslayman, o'sha paytdagi fan olimpiadalarini eslayman. Fan olimpiadalari ham juda qattiq bo'lardi, sirtqi olimpiada bo'lardi u paytda.","shu darajalarga yetib yuribmiz. Demak, o'sha litseydagi davrlarni eslayman, o'sha paytdagi fan olimpiadalarini eslayman, fan olimpiadalari ham juda qattiq bo'lardi, sirtqi olimpiada bo'lardi u paytda.",0.08,0.01,0.6,25,25
common_voice_uz_28828038.wav,common_voice,Bulutlar yomg'ir yog'ishi uchun quyuqlashadi.,Bulutlar yomg'ir yog'ishi uchun quyuqlashadi.,0.0,Bulutlar yomg'ir yog'ishi uchun quyuqlashadi.,Bulutlar yomg'ir yog'ishi uchun quyuqlashadi.,0.0,0.0,1.0,5,5
481321.wav,uzbek_voice,Farrux Do'stov Fransiyadagi tennis turnirining birinchi bahsida g'olib bo'ldi.,Farrux Do'stov Fransiyadagi tennis tunnerining birinchi bahsida g'olib bo'ldi.,0.1111,Farrux Do'stov Fransiyadagi tennis turnirining birinchi bahsida g'olib bo'ldi.,Farrux Do'stov Fransiyadagi tennis tunnerining birinchi bahsida g'olib bo'ldi.,0.1111,0.0256,0.9744,9,9
462706.wav,uzbek_voice,"Tartib qo'riqchilarining ma'lum qilishicha, jangarilar suzib yuruvchi bombalardan foydalangan.","Tartib qo'riqchilarining ma'lum qilishicha, jangarilar suzib yuruvchi bombalardan foydalangan.",0.0,"Tartib qo'riqchilarining ma'lum qilishicha, jangarilar suzib yuruvchi bombalardan foydalangan.","Tartib qo'riqchilarining ma'lum qilishicha, jangarilar suzib yuruvchi bombalardan foydalangan.",0.0,0.0,1.0,9,9
453072.wav,uzbek_voice,Tarixiy manzillar bo'yicha O'rta Osiyodagi shubhasiz eng boy mamlakatdir.,Tarixiy manzillar bo'yicha O'rta Osiyodagi shubhasiz eng boy mamlakatdir.,0.0,Tarixiy manzillar bo'yicha O'rta Osiyodagi shubhasiz eng boy mamlakatdir.,Tarixiy manzillar bo'yicha O'rta Osiyodagi shubhasiz eng boy mamlakatdir.,0.0,0.0,1.0,9,9
common_voice_uz_29539224.wav,common_voice,yoki alam mungli o'rtanish,yoki alam mumli o'rtanish,0.25,yoki alam mungli o'rtanish,yoki alam mumli o'rtanish,0.25,0.0769,0.9412,4,4
858786.wav,uzbek_voice,306 581,306 581,0.0,306 581,306 581,0.0,0.0,1.0,2,2
860328.wav,uzbek_voice,8 254 330,8 254 330,0.0,8 254 330,8 254 330,0.0,0.0,1.0,3,3
common_voice_uz_29411663.wav,common_voice,Qimmatli merosi odob va tarbiyadir.,Qimmatli merosi odob va tarbiyadir.,0.0,Qimmatli merosi odob va tarbiyadir.,Qimmatli merosi odob va tarbiyadir.,0.0,0.0,1.0,5,5
common_voice_uz_29840538.wav,common_voice,Lekin rivojlanayotgan davlatlar darajasida emas.,Lekin rivojlanayotgan davlatlar darajasida emas.,0.0,Lekin rivojlanayotgan davlatlar darajasida emas.,Lekin rivojlanayotgan davlatlar darajasida emas.,0.0,0.0,1.0,5,5
common_voice_uz_29024849.wav,common_voice,Loyiha ikki mamlakat tomonidan kelishilgan va yaqin vaqt ichida imzolanishi kutilmoqda.,Loyiha ikki mamlakat tomonidan kelishilgan va yaqin vaqt ichida imzolanish kutilmoqda.,0.0909,Loyiha ikki mamlakat tomonidan kelishilgan va yaqin vaqt ichida imzolanishi kutilmoqda.,Loyiha ikki mamlakat tomonidan kelishilgan va yaqin vaqt ichida imzolanish kutilmoqda.,0.0909,0.0115,0.9942,11,11
838170.wav,uzbek_voice,Maqsud Shayxzoda haqidagi hujjatli film keng jamoatchilikka namoyish etildi.,Maksud Shayxosodi haqidagi hujjatli film keng jamoatchilikka namoyish etildi.,0.2222,Maqsud Shayxzoda haqidagi hujjatli film keng jamoatchilikka namoyish etildi.,Maksud Shayxosodi haqidagi hujjatli film keng jamoatchilikka namoyish etildi.,0.2222,0.0526,0.9542,9,9
442849.wav,uzbek_voice,Minskda samolyotni ko'rmasdan qo'ndirish jarayonini uchuvchi kabinasidan videoga olishdi.,Minskda samolyotni ko'rmasdan qo'ndirish jarayonini uchuvchi kabinasidan videoga olishdi.,0.0,Minskda samolyotni ko'rmasdan qo'ndirish jarayonini uchuvchi kabinasidan videoga olishdi.,Minskda samolyotni ko'rmasdan qo'ndirish jarayonini uchuvchi kabinasidan videoga olishdi.,0.0,0.0,1.0,9,9
337110.wav,uzbek_voice,"Uning gollari ko'p emas, shuning uchun ham chaqirmaganmiz.","Uning gollari ko'p emas, shuning uchun ham chaqirmaganmiz.",0.0,"Uning gollari ko'p emas, shuning uchun ham chaqirmaganmiz.","Uning gollari ko'p emas, shuning uchun ham chaqirmaganmiz.",0.0,0.0,1.0,8,8
171571.wav,uzbek_voice,"Ulardan ikki nafari erkaklar, bir nafari ayol.","Ulardan ikki nafari, erkaklar bir nafari ayol.",0.2857,"Ulardan ikki nafari erkaklar, bir nafari ayol.","Ulardan ikki nafari, erkaklar bir nafari ayol.",0.2857,0.0435,0.9783,7,7
12139.wav,it,"yaxshi savol, meni holatimda bu narsa vaziyatni ya'ni locationni o'zgartirish bilan bo'ladi. Bunaqa narsa, men ofisga boraman.","yaxshi savol, meni holatimda bu narsa vaziyatni ya'ni location o'zgartirish bilan bo'ladi. Unaqa narsa, men ofisga boraman.",0.1176,"yaxshi savol, meni holatimda bu narsa vaziyatni ya'ni locationni o'zgartirish bilan bo'ladi. Bunaqa narsa, men ofisga boraman.","yaxshi savol, meni holatimda bu narsa vaziyatni ya'ni location o'zgartirish bilan bo'ladi. Unaqa narsa, men ofisga boraman.",0.1176,0.0317,0.9799,17,17
325620.wav,uzbek_voice,Qirg'oq tumanlaridagi ko'chalar suv bilan qoplangan.,Qirg'oq tumanlaridagi ko'chalar suv bilan qoplangan.,0.0,Qirg'oq tumanlaridagi ko'chalar suv bilan qoplangan.,Qirg'oq tumanlaridagi ko'chalar suv bilan qoplangan.,0.0,0.0,1.0,6,6
631103.wav,uzbek_voice,Uy sharoitlarida bunga sutni qaynatish orqali erishiladi.,Uy sharoitlarida bunga sutni qaynatish orqali erishiladi.,0.0,Uy sharoitlarida bunga sutni qaynatish orqali erishiladi.,Uy sharoitlarida bunga sutni qaynatish orqali erishiladi.,0.0,0.0,1.0,7,7
841522.wav,uzbek_voice,Namanganda Nexia yo'l chetidagi pastlikka qulashi oqibatida yo'lovchi ayol vafot etdi.,Namanganda Nexia yo'l chetidagi pastlikka qulashi oqibatida yo'lovchi ayol vafot etdi.,0.0,Namanganda Nexia yo'l chetidagi pastlikka qulashi oqibatida yo'lovchi ayol vafot etdi.,Namanganda Nexia yo'l chetidagi pastlikka qulashi oqibatida yo'lovchi ayol vafot etdi.,0.0,0.0,1.0,11,11
135153.wav,uzbek_voice,Quyida Prezident tabrigining to'liq matni taqdim etiladi.,Quyida prezident tadbirining to'liq marna taqdim etiladi.,0.4286,Quyida Prezident tabrigining to'liq matni taqdim etiladi.,Quyida prezident tadbirining to'liq marna taqdim etiladi.,0.4286,0.1053,0.9123,7,7
common_voice_uz_29008117.wav,common_voice,Oldinda turgan dolzarb vazifalar haqida gapirdi.,Oldinda turgan dolzarb vazifalar haqida gapirdi.,0.0,Oldinda turgan dolzarb vazifalar haqida gapirdi.,Oldinda turgan dolzarb vazifalar haqida gapirdi.,0.0,0.0,1.0,6,6
170196.wav,uzbek_voice,"Ulardan tahlil olinib, boshqa kerakli tekshiruvlar o'tkaziladi.","Ulardan tahlil olinib, boshqa kerakli tekshiruvlar o'tkaziladi.",0.0,"Ulardan tahlil olinib, boshqa kerakli tekshiruvlar o'tkaziladi.","Ulardan tahlil olinib, boshqa kerakli tekshiruvlar o'tkaziladi.",0.0,0.0,1.0,7,7
95164.wav,uzbek_voice,"Masalan, Argentina yutqazsa, Messini tanqid qilishadi.","Masalan, Argentina yutqazsa, Messini tanqid qilishadi.",0.0,"Masalan, Argentina yutqazsa, Messini tanqid qilishadi.","Masalan, Argentina yutqazsa, Messini tanqid qilishadi.",0.0,0.0,1.0,6,6
182019.wav,uzbek_voice,Qarorlarni o'rganishda tadbirkorlar bilan muzokara olib boriladi.,Qarorlarni o'rganishda tadbirkorlar bilan muzokara olib boriladi.,0.0,Qarorlarni o'rganishda tadbirkorlar bilan muzokara olib boriladi.,Qarorlarni o'rganishda tadbirkorlar bilan muzokara olib boriladi.,0.0,0.0,1.0,7,7
665959.wav,uzbek_voice,Biroq bu qiyinchiliklar tomoshabinlarga faqatgina yaxshi kayfiyat ulashadi.,Biroq bu qiyinchiliklar tomoshabinlarga faqatgina yaxshi kayfiyat ulashadi.,0.0,Biroq bu qiyinchiliklar tomoshabinlarga faqatgina yaxshi kayfiyat ulashadi.,Biroq bu qiyinchiliklar tomoshabinlarga faqatgina yaxshi kayfiyat ulashadi.,0.0,0.0,1.0,8,8
460694.wav,uzbek_voice,Ehtiyot chorasi sifatida uning yashash hududidan chiqib ketishi taqiqlangan.,Ehtiyot chorasi sifatida uning yashash hududidan chiqib ketishi taqiqlangan.,0.0,Ehtiyot chorasi sifatida uning yashash hududidan chiqib ketishi taqiqlangan.,Ehtiyot chorasi sifatida uning yashash hududidan chiqib ketishi taqiqlangan.,0.0,0.0,1.0,9,9
644563.wav,uzbek_voice,Burberry brendi koronavirusdan himoya niqoblarini ishlab chiqardi.,Burbiri brendi koronavirusdan himoya niqoblarini ishlab chiqardi.,0.1429,Burberry brendi koronavirusdan himoya niqoblarini ishlab chiqardi.,Burbiri brendi koronavirusdan himoya niqoblarini ishlab chiqardi.,0.1429,0.0455,0.9618,7,7
173296.wav,uzbek_voice,O'zbekiston moliya vazirining sobiq o'rinbosari vafot etdi.,O'zbekiston moliya vazirining sobiq o'rinbosari vafot etdi.,0.0,O'zbekiston moliya vazirining sobiq o'rinbosari vafot etdi.,O'zbekiston moliya vazirining sobiq o'rinbosari vafot etdi.,0.0,0.0,1.0,7,7
317468.wav,uzbek_voice,O'zbekistonda aviatsiya sohasida mutaxassislarni tayyorlash tiklanadi.,O'zbekistonda aviatsiya sohasida mutaxassislarni tayyorlash tiklanadi.,0.0,O'zbekistonda aviatsiya sohasida mutaxassislarni tayyorlash tiklanadi.,O'zbekistonda aviatsiya sohasida mutaxassislarni tayyorlash tiklanadi.,0.0,0.0,1.0,6,6
177311.wav,uzbek_voice,Sog'liqni saqlash vazirligidan ham tegishli ko'rsatmalar berilmoqda.,Sog'liqni saqlash vazirligidan ham tegishli ko'rsatmalar berilmoqda.,0.0,Sog'liqni saqlash vazirligidan ham tegishli ko'rsatmalar berilmoqda.,Sog'liqni saqlash vazirligidan ham tegishli ko'rsatmalar berilmoqda.,0.0,0.0,1.0,7,7
00008499_0.wav,news,"O'zbekiston Respublikasi fuqarosining chet davlatlarining harbiy xizmatiga xavfsizlik, politsiya, harbiy, adliya organlari yoki shunga o'xshash boshqa organlariga xizmatga kirishi uch yilgacha axloq tuzatish ishlari bilan, yollanishi esa besh yilgacha ozodlikdan mahrum qilish bilan jazolanishiga sabab bo'ladi. Shunga ko'ra chet mamlakatlarda bo'lib turgan hamyurtlarimizdan harbiylashgan tuzilmalarga yollanmaslikka, harbiy harakatlarda ishtirok etmaslikka chaqiramiz.","O'zbekiston Respublikasi fuqarosining chet davlatlarning harbiy xizmatiga xavfsizlik, politsiya harbiy adliya organlari yoki shunga o'xshash boshqa organlariga xizmatga kirishi 3 yilgacha axloq tuzatish ishlari bilan yollanishi esa 5 yilgacha ozodlikdan mahrum qilish bilan jazolanishga sabab bo'ladi. Shunga ko'ra chet mamlakatlarda bo'lib turgan hamyurtlarimizdan harbiylashgan tuzilmalarga yollanmaslikka, harbiy harakatlarda ishtirok etmaslikka chaqiradi.",0.1569,"O'zbekiston Respublikasi fuqarosining chet davlatlarining harbiy xizmatiga xavfsizlik, politsiya, harbiy, adliya organlari yoki shunga o'xshash boshqa organlariga xizmatga kirishi uch yilgacha axloq tuzatish ishlari bilan, yollanishi esa besh yilgacha ozodlikdan mahrum qilish bilan jazolanishiga sabab bo'ladi. Shunga ko'ra chet mamlakatlarda bo'lib turgan hamyurtlarimizdan harbiylashgan tuzilmalarga yollanmaslikka, harbiy harakatlarda ishtirok etmaslikka chaqiramiz.","O'zbekiston Respublikasi fuqarosining chet davlatlarning harbiy xizmatiga xavfsizlik, politsiya harbiy adliya organlari yoki shunga o'xshash boshqa organlariga xizmatga kirishi 3 yilgacha axloq tuzatish ishlari bilan yollanishi esa 5 yilgacha ozodlikdan mahrum qilish bilan jazolanishga sabab bo'ladi. Shunga ko'ra chet mamlakatlarda bo'lib turgan hamyurtlarimizdan harbiylashgan tuzilmalarga yollanmaslikka, harbiy harakatlarda ishtirok etmaslikka chaqiradi.",0.1569,0.0298,0.4177,51,51
140733.wav,uzbek_voice,Chunki biz top klubga qarshi chiqayotganimizni bilamiz.,Chunki biz top klubga qarshi chiqayotganimizni bilamiz.,0.0,Chunki biz top klubga qarshi chiqayotganimizni bilamiz.,Chunki biz top klubga qarshi chiqayotganimizni bilamiz.,0.0,0.0,1.0,7,7
00001029_1.wav,news,"Kostyum-shim tikib berganingizni eshitib, odamlar, ""wow, bu odam haqiqatdan o'z ishini professional, juda ham jiddiy yondashar ekan"", degan bir xayol keladi. Va","Kostyum shimtga berganingizni eshitib, odamlar, va bu, bu odam haqiqatdan o'z ishini professional juda ham jiddiy yondasharkan degan bir hayol keladi va",0.4545,"Kostyum-shim tikib berganingizni eshitib, odamlar, ""wow, bu odam haqiqatdan o'z ishini professional, juda ham jiddiy yondashar ekan"", degan bir xayol keladi. Va","Kostyum shimtga berganingizni eshitib, odamlar, va bu, bu odam haqiqatdan o'z ishini professional juda ham jiddiy yondasharkan degan bir hayol keladi va",0.4545,0.1187,0.9103,22,22
774511.wav,uzbek_voice,Ularni qiynayotgan muammolar va ularning kayfiyatlarini o'rgandi.,Ularni qiynayotgan muammolar va ularning kayfiyatlarini o'rgandi.,0.0,Ularni qiynayotgan muammolar va ularning kayfiyatlarini o'rgandi.,Ularni qiynayotgan muammolar va ularning kayfiyatlarini o'rgandi.,0.0,0.0,1.0,7,7
common_voice_uz_29435559.wav,common_voice,Unda men o'zimni badnom qilaman.,Unda men o'zimni badnom qilaman.,0.0,Unda men o'zimni badnom qilaman.,Unda men o'zimni badnom qilaman.,0.0,0.0,1.0,5,5
common_voice_uz_29214936.wav,common_voice,Ikki holatda sizga bildirilgan taklifni aslo rad etmang.,Ikki holatda sizga bildirilgan taklifni aslo rad etmang.,0.0,Ikki holatda sizga bildirilgan taklifni aslo rad etmang.,Ikki holatda sizga bildirilgan taklifni aslo rad etmang.,0.0,0.0,1.0,8,8
183596.wav,uzbek_voice,Ammo keyinchalik ularga hamma ham vaqt ajratavermaydi.,Ammo keyinchalik ularga hamma ham vaqt ajradavermaydi.,0.1429,Ammo keyinchalik ularga hamma ham vaqt ajratavermaydi.,Ammo keyinchalik ularga hamma ham vaqt ajradavermaydi.,0.1429,0.0185,0.9815,7,7
488045.wav,uzbek_voice,Sidney politsiyasi avstraliyalikni o'rgimchakdan xalos etish uchun yetib keldi.,Sidney politsiyasi avstraliyalikni o'rgimchakdan xalos etish uchun yetib keldi.,0.0,Sidney politsiyasi avstraliyalikni o'rgimchakdan xalos etish uchun yetib keldi.,Sidney politsiyasi avstraliyalikni o'rgimchakdan xalos etish uchun yetib keldi.,0.0,0.0,1.0,9,9
463370.wav,uzbek_voice,Lotereya g'olibi sovrinni Vera Brejneva qo'lidan qabul qilib oldi.,Lotereya g'olibi sovrinni Vera Brelenova qo'lidan qabul qilib oldi.,0.1111,Lotereya g'olibi sovrinni Vera Brejneva qo'lidan qabul qilib oldi.,Lotereya g'olibi sovrinni Vera Brelenova qo'lidan qabul qilib oldi.,0.1111,0.0455,0.9624,9,9
